target,scenario,warmup,stoptime,interval,replication,seed,runType,testPattern,nowarning,nogui,durationLog,stepLog,w1,w2,w3,w4,w5,historyLength,lr,beta1,beta2,epsilon,adam_improvement,adam_split_target,adam_offset_target,maxsize,maxtrainstep,tabu_improvement,tabu_split_target,tabu_offset_target,nonstationary,iteration
rsl_rrsll_rsl_rslll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,46,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,47,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,48,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rssslll_rrsssl_rsslll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrslll_rssll_rsl_rssssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssl_rrsslll_rsl_rrsll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrsl_rsssl_rrsl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssssl_rsll_rrssl,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssl_rssssl_rssll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsssll_rsl_rsl_rrsll,49,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rsl_rrsslll_rsssll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsl_rssslll_rssssl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssssl_rssssll_rsl_rssll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssl_rrsll_rsl_rsslll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rrsll_rsl_rslll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssll_rrssl_rssslll_rrssll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrssl_rrssl_rrsslll_rrsslll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsl_rrssssl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsslll_rrsll_rsssl_rrsslll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rrsll_rssl_rsssll_rsl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rrsssl_rsssssl_rsl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsssll_rssl_rsslll_rrsl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rssslll_rssll_rsssl_rrssl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsssll_rrssl_rrsslll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsll_rsl_rssslll_rrsssll,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rslll_rsl_rrslll_rsl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
rsl_rsl_rsssl_rsl,50,600,1800,1200,5,0,multi,0,TRUE,TRUE,TRUE,TRUE,1,0,0,0,0,500,3,0.4,0.9,1.00E-08,10,TRUE,FALSE,5,50,10,TRUE,FALSE,FALSE,1
